id,id_alumno,id_aplicacion,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca,sexo,edad,estado_civil,fecha_aplicacion,fecha_fin,promedio_ansiedad,suma_ansiedad,num_preguntas,categoria,ansiedad_familia,ansiedad_escuela,ansiedad_social,nivel_ansiedad
972,2698,3,ISC,84.1,2,8,1,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
973,2699,3,IGE,89.2,1,6,3,0,0,0,F,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
974,2700,3,IINF,70.5,4,4,0,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
975,2701,3,ICD,85.2,7,8,0,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
976,2702,3,ICD,93.7,4,5,0,0,1,0,F,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
977,2703,3,IINF,72.3,2,7,0,0,0,0,F,23,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
978,2704,3,IINF,91.5,7,7,1,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
979,2705,3,ICD,77.4,8,4,3,0,0,0,F,28,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
980,2706,3,IGE,73.7,4,5,3,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
981,2707,3,ICD,94.6,5,5,2,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
982,2708,3,IGE,84.3,8,7,2,0,0,1,F,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
983,2709,3,IGE,73.2,8,6,1,0,0,1,M,28,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
984,2710,3,IINF,78.1,4,6,2,0,0,0,M,28,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
985,2711,3,ICD,78.3,9,8,3,0,0,0,F,27,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
986,2712,3,ISC,89.1,2,7,1,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
987,2713,3,IGE,93.2,7,4,2,0,1,0,M,26,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
988,2714,3,ISC,86.5,3,7,3,0,1,0,F,28,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
989,2715,3,ICD,74.4,3,8,2,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
990,2716,3,ICD,81.5,10,7,0,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
991,2717,3,IINF,89.0,9,4,0,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
992,2718,3,IGE,92.4,8,6,1,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
993,2719,3,IGE,82.7,8,8,3,0,1,0,M,18,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
994,2720,3,IINF,85.3,4,4,2,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
995,2721,3,IINF,81.5,7,4,2,0,0,0,M,22,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
996,2722,3,ICD,76.1,2,8,0,0,0,0,F,26,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
997,2723,3,IGE,80.4,5,4,2,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
998,2724,3,ISC,76.8,8,6,0,0,0,1,M,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
999,2725,3,IGE,82.4,10,5,1,0,0,1,F,27,Soltero,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
1000,2726,3,ISC,88.4,6,7,2,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1001,2727,3,ISC,85.1,7,6,3,0,0,0,F,26,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1002,2728,3,IINF,72.1,6,7,0,0,1,0,M,19,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1003,2729,3,ISC,74.1,9,6,2,0,1,0,M,22,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1004,2730,3,IINF,86.0,7,8,2,0,1,0,F,28,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1005,2731,3,IINF,92.8,6,6,1,0,0,1,M,18,Casado,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1006,2732,3,IGE,79.6,7,7,3,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1007,2733,3,IINF,94.0,1,5,2,0,1,0,M,19,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1008,2734,3,ISC,93.1,6,6,0,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1009,2735,3,IGE,78.4,5,7,1,0,0,0,F,20,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1010,2736,3,ICD,77.1,8,5,0,0,1,1,F,24,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1011,2737,3,ISC,83.7,5,5,1,0,1,1,F,24,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1012,2738,3,ISC,72.7,5,4,2,0,1,0,M,24,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1013,2739,3,ISC,92.3,9,5,3,0,1,1,F,23,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1014,2740,3,IGE,94.5,1,6,3,0,0,0,F,25,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1015,2741,3,ISC,88.8,8,8,0,0,0,1,M,20,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1016,2742,3,IINF,82.1,4,7,2,0,1,0,M,19,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1017,2743,3,ISC,79.4,3,7,2,0,1,0,M,18,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1018,2744,3,ISC,87.9,8,6,3,0,0,1,F,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1019,2745,3,IINF,92.9,7,7,1,0,1,1,M,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1020,2746,3,ICD,84.2,4,6,0,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1021,2747,3,ISC,70.1,4,7,1,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1022,2748,3,IINF,84.1,4,8,0,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1023,2749,3,IGE,71.5,5,7,1,0,0,0,F,24,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1024,2750,3,IINF,88.1,1,7,3,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1025,2751,3,IINF,93.7,7,8,2,0,1,0,F,19,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1026,2752,3,ICD,92.6,4,6,1,0,0,0,F,26,Casado,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
1027,2753,3,IGE,92.6,10,6,1,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1028,2754,3,IGE,93.6,6,7,2,0,0,1,M,18,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1029,2755,3,ICD,83.7,4,4,3,0,1,0,M,26,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1030,2756,3,ICD,76.0,2,5,2,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1031,2757,3,IINF,86.5,6,7,0,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1032,2758,3,ISC,89.0,1,7,3,0,0,0,F,24,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1033,2759,3,ICD,75.9,1,4,1,0,0,0,F,20,Casado,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1034,2760,3,IGE,84.7,1,5,2,0,0,0,M,26,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1035,2761,3,IGE,77.8,10,7,1,0,0,0,F,24,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1036,2762,3,ISC,86.9,4,8,0,0,0,0,F,18,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1037,2763,3,ISC,79.2,5,4,1,0,0,1,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1038,2764,3,IGE,71.0,10,8,1,0,0,0,M,25,Casado,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1039,2765,3,ICD,77.7,10,4,3,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
1040,2766,3,ISC,76.5,5,4,2,0,1,1,F,20,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1041,2767,3,IINF,84.8,5,4,2,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1042,2768,3,IGE,88.3,7,6,1,0,1,0,M,28,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1043,2769,3,ICD,94.8,5,6,0,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1044,2770,3,IINF,89.8,9,5,1,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1045,2771,3,ICD,75.7,4,6,1,0,1,0,F,28,Casado,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1046,2772,3,ISC,87.8,8,4,0,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1047,2773,3,IINF,92.2,9,8,2,0,0,0,F,18,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1048,2774,3,ICD,90.5,8,8,3,0,1,0,F,19,Casado,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
1049,2775,3,IINF,91.7,6,8,2,0,1,0,F,23,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1050,2776,3,ICD,70.1,3,7,0,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1051,2777,3,IGE,87.7,6,5,1,0,0,0,M,27,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1052,2778,3,ISC,72.1,8,5,2,0,1,0,F,25,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1053,2779,3,ISC,93.9,4,8,0,0,0,1,F,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1054,2780,3,ISC,84.1,6,5,1,0,1,1,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1055,2781,3,ICD,75.5,9,6,0,0,1,0,M,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1056,2782,3,IGE,81.7,2,6,3,0,0,0,F,18,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1057,2783,3,ISC,78.6,10,4,0,0,0,1,F,26,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1058,2784,3,ISC,76.7,2,8,0,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1059,2785,3,IINF,83.2,4,8,0,0,1,0,F,27,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1060,2786,3,ICD,91.3,9,5,2,0,0,0,F,28,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1061,2787,3,ICD,87.1,3,7,2,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1062,2788,3,IGE,79.3,2,8,1,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1063,2789,3,ISC,88.6,1,7,2,0,1,1,F,23,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1064,2790,3,IGE,71.9,7,7,1,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1065,2791,3,IINF,82.5,4,6,1,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1066,2792,3,ICD,90.9,4,4,2,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1067,2793,3,ICD,93.2,2,6,1,0,0,0,F,25,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1068,2794,3,ICD,91.9,3,6,2,0,1,0,M,27,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1069,2795,3,ICD,77.2,10,6,2,0,0,1,F,26,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1070,2796,3,IGE,75.0,10,5,1,0,0,1,M,28,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1071,2797,3,ICD,80.9,6,4,2,0,1,0,F,21,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1072,2798,3,IGE,78.0,5,5,0,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1073,2799,3,IINF,84.3,10,8,3,0,0,1,M,26,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1074,2800,3,ICD,85.2,10,5,1,0,1,0,M,21,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1075,2801,3,ICD,84.5,3,7,3,0,1,0,M,26,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1076,2802,3,ISC,94.1,1,5,0,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1077,2803,3,ISC,79.9,2,8,3,0,1,0,F,21,Casado,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1078,2804,3,IGE,82.2,10,5,2,0,0,0,F,27,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1079,2805,3,IINF,77.4,8,7,3,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1080,2806,3,IINF,73.9,3,4,3,0,0,1,M,19,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1081,2807,3,ISC,87.0,6,6,1,0,0,1,M,22,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1082,2808,3,ISC,73.3,8,6,0,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1083,2809,3,ISC,80.8,8,4,3,0,0,0,M,19,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1084,2810,3,IGE,92.5,8,4,0,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1085,2811,3,ISC,87.1,10,5,2,0,0,0,M,26,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1086,2812,3,ISC,89.5,8,8,2,0,0,1,M,27,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1087,2813,3,ISC,74.3,5,6,0,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1088,2814,3,IGE,70.9,4,5,2,0,0,0,F,28,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1089,2815,3,IGE,75.1,1,8,3,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1090,2816,3,ISC,78.4,8,6,0,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1091,2817,3,IINF,78.7,9,7,0,0,0,1,F,21,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1092,2818,3,IINF,79.9,7,5,1,0,0,0,F,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1093,2819,3,IGE,84.1,7,6,1,0,0,0,F,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1094,2820,3,IGE,78.7,3,8,1,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1095,2821,3,ISC,85.2,10,6,3,0,0,1,M,21,Casado,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
1096,2822,3,IGE,91.2,5,5,3,0,1,0,F,20,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1097,2823,3,ICD,90.4,3,5,3,0,1,0,M,27,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1098,2824,3,ICD,94.9,3,6,2,0,0,0,M,22,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1099,2825,3,IINF,74.1,10,4,3,0,0,1,M,26,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1100,2826,3,IGE,73.5,8,7,2,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1101,2827,3,IGE,84.9,4,5,0,0,0,0,M,24,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1102,2828,3,ISC,90.6,9,5,1,0,0,0,F,20,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1103,2829,3,IGE,80.6,4,6,3,0,1,0,F,19,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1104,2830,3,ICD,83.3,5,6,2,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1105,2831,3,IGE,94.5,8,6,1,0,1,0,F,25,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1106,2832,3,ICD,87.2,4,5,2,0,0,0,M,26,Soltero,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
1107,2833,3,IINF,77.5,7,4,1,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1108,2834,3,ISC,85.7,4,5,3,0,0,1,M,25,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1109,2835,3,IGE,82.6,4,8,3,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
1110,2836,3,ICD,76.6,5,4,1,0,0,0,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1111,2837,3,IINF,91.7,1,8,3,0,0,0,F,25,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1112,2838,3,IINF,82.1,2,7,2,0,0,1,F,23,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1113,2839,3,IGE,79.7,9,4,0,0,0,0,M,26,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1114,2840,3,ISC,89.4,7,8,0,0,0,0,M,23,Casado,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1115,2841,3,ICD,90.0,3,6,3,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1116,2842,3,ISC,80.0,4,4,1,0,1,0,M,24,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1117,2843,3,IGE,91.9,3,6,2,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1118,2844,3,IINF,71.8,3,4,2,0,0,0,F,20,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1119,2845,3,ICD,72.6,9,4,1,0,0,1,F,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1120,2846,3,ICD,81.0,6,5,1,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1121,2847,3,ICD,90.1,7,6,3,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1122,2848,3,ICD,71.8,6,6,3,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1123,2849,3,ICD,93.7,3,8,1,0,1,0,F,18,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
1124,2850,3,IGE,80.5,1,6,0,0,1,0,M,27,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1125,2851,3,ICD,92.9,4,6,0,0,0,1,M,20,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1126,2852,3,IGE,84.4,3,5,1,0,1,0,F,19,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1127,2853,3,IGE,80.3,7,4,3,0,0,1,M,21,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1128,2854,3,ISC,89.6,6,8,1,0,1,0,F,21,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1129,2855,3,ISC,78.9,9,5,3,0,0,0,F,19,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1130,2856,3,ISC,76.1,5,8,2,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1131,2857,3,IINF,70.7,8,4,0,0,1,0,F,18,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
1132,2858,3,ICD,85.4,1,8,2,0,0,1,F,24,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1133,2859,3,ICD,79.1,6,7,1,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1134,2860,3,ISC,91.5,1,4,1,0,1,0,M,22,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1135,2861,3,ISC,75.6,8,6,2,0,1,1,M,24,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
1136,2862,3,IGE,82.8,6,4,2,0,0,1,F,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1137,2863,3,ISC,75.4,8,6,3,0,1,0,M,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1138,2864,3,IINF,88.8,3,5,0,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1139,2865,3,ISC,82.9,3,8,0,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1140,2866,3,ICD,74.9,8,7,0,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1141,2867,3,ISC,79.4,9,5,2,0,1,0,F,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1142,2868,3,ISC,74.1,7,6,3,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1143,2869,3,ISC,89.9,1,5,1,0,0,0,M,20,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
1144,2870,3,ICD,85.0,9,4,2,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1145,2871,3,ICD,90.6,3,5,3,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1146,2872,3,ICD,87.7,8,6,0,0,1,0,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1147,2873,3,ICD,71.7,7,7,1,0,0,0,F,24,Soltero,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
1148,2874,3,ICD,90.0,5,5,0,0,0,0,M,27,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1149,2875,3,ISC,89.5,5,8,3,0,0,1,F,28,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1150,2876,3,ISC,81.6,9,6,3,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1151,2877,3,IGE,75.1,4,5,3,0,1,0,M,21,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
1152,2878,3,ICD,84.1,1,6,3,0,1,0,M,28,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
1153,2879,3,IINF,78.2,10,6,1,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
1154,2880,3,ICD,93.7,8,4,0,0,0,0,M,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
1155,2881,3,ISC,85.6,7,8,1,0,1,0,F,27,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
1156,2882,3,IGE,80.5,5,5,3,0,0,1,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
