id_alumno,promedio_anterior,semestre,materias,edad,transporte,familiares,trabajo,beca,sexo,estado_civil,carrera,suma_ansiedad,nivel_proporcional,nivel_percentiles,nivel_std,nivel_ansiedad
3768,92.8,10,6,22,1,0,0,1,M,Casado,ICD,7.0,Medio,Alto,Alto,Medio
3769,90.6,7,8,27,0,0,0,0,F,Soltero,IINF,2.0,Bajo,Medio,Medio,Bajo
3770,93.7,5,8,18,0,0,1,0,M,Casado,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3771,88.1,10,4,24,1,0,0,0,M,Soltero,ICD,6.0,Medio,Alto,Alto,Medio
3772,85.3,6,7,26,2,0,0,1,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3773,80.5,5,4,25,0,0,0,0,M,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3774,93.3,9,8,22,0,0,0,0,F,Soltero,ISC,8.0,Alto,Alto,Alto,Alto
3775,91.7,6,5,21,0,0,0,1,M,Soltero,ISC,2.0,Bajo,Medio,Medio,Bajo
3776,71.1,8,8,24,2,0,0,1,M,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3777,70.7,2,7,22,2,0,1,0,M,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3778,79.4,9,8,24,3,0,0,1,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3779,90.3,5,7,18,1,0,0,1,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3780,94.7,7,7,18,2,0,0,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3781,73.8,10,7,27,1,0,1,0,F,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3782,84.9,1,7,20,3,0,1,0,F,Soltero,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3783,79.5,10,7,19,1,0,0,0,M,Soltero,IGE,5.0,Medio,Alto,Alto,Medio
3784,94.2,5,5,19,2,0,1,0,M,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3785,91.1,10,4,24,1,0,0,0,M,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3786,91.0,2,6,27,2,0,0,0,M,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3787,81.7,6,4,19,1,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3788,80.4,1,7,21,2,0,0,0,M,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3789,76.8,3,5,19,2,0,0,1,M,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3790,71.4,5,8,23,1,0,1,1,M,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3791,91.6,4,5,25,3,0,1,0,F,Soltero,IINF,5.0,Medio,Alto,Alto,Medio
3792,90.3,3,7,27,0,0,0,1,F,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3793,95.0,10,5,21,3,0,0,0,F,Soltero,IGE,7.0,Medio,Alto,Alto,Medio
3794,94.9,5,5,22,1,0,0,0,M,Soltero,IINF,5.0,Medio,Alto,Alto,Medio
3795,83.9,8,7,21,3,0,0,0,M,Soltero,ICD,7.0,Medio,Alto,Alto,Medio
3796,89.2,4,5,20,2,0,0,0,F,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3797,93.6,1,6,22,0,0,0,1,M,Soltero,ICD,2.0,Bajo,Medio,Medio,Bajo
3798,91.2,7,6,26,1,0,0,0,M,Soltero,ISC,9.0,Alto,Alto,Alto,Alto
3799,76.2,8,5,25,1,0,1,0,F,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3800,81.3,3,8,25,1,0,0,0,F,Casado,ISC,2.0,Bajo,Medio,Medio,Bajo
3801,73.2,6,7,25,0,0,0,0,F,Soltero,IGE,4.0,Bajo,Medio,Medio,Bajo
3802,93.9,2,6,25,2,0,1,0,M,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3803,85.2,7,8,24,1,0,0,0,M,Soltero,ICD,9.0,Alto,Alto,Alto,Alto
3804,75.7,8,5,25,3,0,0,0,F,Soltero,ISC,7.0,Medio,Alto,Alto,Medio
3805,86.8,6,8,25,1,0,0,1,M,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3806,85.5,6,4,25,1,0,0,1,F,Soltero,IINF,6.0,Medio,Alto,Alto,Medio
3807,79.0,5,6,27,1,0,1,0,F,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3808,72.8,8,5,24,1,0,0,1,F,Soltero,IINF,2.0,Bajo,Medio,Medio,Bajo
3809,86.8,1,7,18,2,0,0,0,M,Casado,ICD,4.0,Bajo,Medio,Medio,Bajo
3810,83.0,10,5,21,3,0,1,0,M,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3811,89.3,4,7,21,2,0,1,0,F,Soltero,IGE,7.0,Medio,Alto,Alto,Medio
3812,83.0,4,5,22,3,0,1,0,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3813,91.3,3,8,27,1,0,0,1,F,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3814,83.8,3,8,23,0,0,0,0,M,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3815,84.0,4,8,21,2,0,1,0,M,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3816,91.9,1,4,19,0,0,1,0,F,Casado,IINF,5.0,Medio,Alto,Alto,Medio
3817,80.1,2,7,23,2,0,0,0,F,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3818,73.4,9,8,25,1,0,0,1,F,Soltero,IGE,4.0,Bajo,Medio,Medio,Bajo
3819,70.7,10,4,25,2,0,0,0,M,Casado,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3820,88.9,2,7,24,1,0,1,0,F,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3821,85.5,5,5,23,2,0,0,0,F,Casado,IINF,10.0,Alto,Alto,Alto,Alto
3822,87.6,9,4,19,1,0,0,0,F,Soltero,IGE,6.0,Medio,Alto,Alto,Medio
3823,75.3,9,6,24,1,0,0,0,M,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3824,73.4,8,4,22,3,0,0,0,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3825,70.4,1,4,23,1,0,1,0,F,Soltero,ICD,3.0,Bajo,Medio,Medio,Bajo
3826,78.8,1,7,27,3,0,0,0,M,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3827,84.7,9,5,25,1,0,1,1,M,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3828,79.8,8,6,25,0,0,1,1,F,Casado,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3829,80.9,10,8,20,1,0,0,0,M,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3830,92.6,9,8,24,0,0,0,0,F,Soltero,ICD,7.0,Medio,Alto,Alto,Medio
3831,78.7,7,4,18,0,0,0,0,M,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3832,82.8,3,7,18,1,0,1,1,F,Soltero,IGE,8.0,Alto,Alto,Alto,Alto
3833,89.6,3,7,24,0,0,0,0,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3834,79.9,2,8,27,3,0,0,0,M,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3835,85.6,5,6,26,2,0,1,0,M,Soltero,IINF,10.0,Alto,Alto,Alto,Alto
3836,91.6,3,5,24,1,0,0,0,M,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3837,93.7,6,6,27,0,0,1,0,M,Soltero,IINF,5.0,Medio,Alto,Alto,Medio
3838,73.7,2,5,22,1,0,0,0,F,Casado,ICD,3.0,Bajo,Medio,Medio,Bajo
3839,93.2,3,8,25,3,0,0,0,F,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3840,82.3,5,5,19,1,0,0,0,M,Soltero,IGE,9.0,Alto,Alto,Alto,Alto
3841,76.5,1,7,26,1,0,1,0,M,Soltero,IGE,4.0,Bajo,Medio,Medio,Bajo
3842,81.5,1,4,23,0,0,0,0,M,Soltero,ISC,5.0,Medio,Alto,Alto,Medio
3843,94.5,10,4,26,3,0,1,0,F,Soltero,ISC,5.0,Medio,Alto,Alto,Medio
3844,82.3,9,8,19,2,0,1,0,M,Soltero,IGE,7.0,Medio,Alto,Alto,Medio
3845,78.2,7,7,20,2,0,0,0,F,Soltero,ICD,2.0,Bajo,Medio,Medio,Bajo
3846,85.8,1,6,25,0,0,1,0,F,Soltero,IINF,5.0,Medio,Alto,Alto,Medio
3847,76.0,8,7,18,1,0,0,1,F,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3848,71.9,3,4,27,0,0,0,0,M,Casado,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3849,73.2,8,4,24,0,0,0,0,F,Soltero,ICD,7.0,Medio,Alto,Alto,Medio
3850,73.2,5,7,24,0,0,1,0,M,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3851,73.8,1,7,18,1,0,0,0,M,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3852,73.5,7,4,26,3,0,0,0,F,Soltero,ICD,4.0,Bajo,Medio,Medio,Bajo
3853,86.0,5,6,25,0,0,0,0,F,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3854,74.5,6,8,21,1,0,0,0,M,Soltero,ICD,3.0,Bajo,Medio,Medio,Bajo
3855,78.6,6,8,27,3,0,0,1,M,Soltero,IINF,2.0,Bajo,Medio,Medio,Bajo
3856,92.4,8,7,22,0,0,1,0,M,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3857,81.8,9,8,19,2,0,1,1,M,Soltero,ICD,6.0,Medio,Alto,Alto,Medio
3858,86.7,2,4,26,3,0,0,1,M,Soltero,ICD,9.0,Alto,Alto,Alto,Alto
3859,74.3,9,4,23,0,0,1,0,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3860,74.8,10,7,20,3,0,0,1,M,Soltero,IGE,4.0,Bajo,Medio,Medio,Bajo
3861,71.0,9,7,24,3,0,1,0,F,Soltero,ICD,9.0,Alto,Alto,Alto,Alto
3862,74.2,10,7,26,3,0,0,1,F,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3863,77.0,10,6,20,3,0,0,0,F,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3864,74.4,7,8,19,3,0,0,0,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3865,72.2,1,7,24,3,0,1,0,F,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
3866,73.0,7,5,24,0,0,0,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3867,81.5,10,5,21,2,0,0,0,F,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3868,75.2,5,4,26,1,0,0,0,F,Soltero,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3869,79.1,6,8,25,3,0,0,0,F,Soltero,IGE,5.0,Medio,Alto,Alto,Medio
3870,82.6,10,7,18,1,0,0,0,M,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3871,87.3,7,5,18,0,0,1,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3872,71.0,5,8,22,3,0,1,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3873,90.0,7,4,23,2,0,0,1,F,Soltero,ISC,8.0,Alto,Alto,Alto,Alto
3874,85.7,9,6,20,1,0,1,1,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3875,72.0,3,8,26,3,0,0,1,M,Casado,IINF,2.0,Bajo,Medio,Medio,Bajo
3876,91.8,8,8,27,0,0,1,0,M,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3877,93.0,2,6,23,2,0,1,0,M,Soltero,ICD,4.0,Bajo,Medio,Medio,Bajo
3878,71.5,7,8,21,1,0,0,0,F,Casado,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3879,76.9,2,4,24,1,0,1,1,F,Casado,IINF,2.0,Bajo,Medio,Medio,Bajo
3880,90.2,4,4,25,3,0,0,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3881,88.7,7,6,26,2,0,0,0,M,Soltero,ICD,3.0,Bajo,Medio,Medio,Bajo
3882,74.6,3,7,23,2,0,1,0,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3883,75.2,2,5,23,2,0,0,1,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3884,79.3,10,7,25,2,0,0,0,F,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3885,82.1,7,8,22,0,0,0,0,F,Soltero,IGE,8.0,Alto,Alto,Alto,Alto
3886,85.5,1,5,20,2,0,1,0,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3887,79.2,8,6,20,1,0,0,0,F,Casado,IGE,3.0,Bajo,Medio,Medio,Bajo
3888,81.6,3,6,23,1,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3889,88.7,2,5,19,0,0,1,0,F,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3890,70.9,3,4,23,1,0,1,0,M,Soltero,IINF,6.0,Medio,Alto,Alto,Medio
3891,76.3,5,5,23,1,0,0,1,M,Soltero,ISC,10.0,Alto,Alto,Alto,Alto
3892,87.8,8,8,25,2,0,0,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3893,92.4,10,4,24,1,0,0,1,F,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3894,82.8,7,6,25,0,0,0,1,M,Soltero,IGE,8.0,Alto,Alto,Alto,Alto
3895,83.3,7,5,26,2,0,0,0,F,Soltero,ISC,5.0,Medio,Alto,Alto,Medio
3896,72.7,7,7,23,3,0,1,0,M,Soltero,ISC,10.0,Alto,Alto,Alto,Alto
3897,81.2,8,7,20,2,0,0,0,M,Casado,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3898,83.3,1,8,27,0,0,0,1,M,Soltero,ICD,9.0,Alto,Alto,Alto,Alto
3899,76.1,4,7,20,2,0,0,0,M,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3900,76.7,6,5,18,2,0,1,0,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3901,79.4,9,5,22,0,0,0,0,M,Soltero,ISC,5.0,Medio,Alto,Alto,Medio
3902,70.5,2,7,21,2,0,1,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3903,78.1,1,5,26,0,0,0,0,F,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3904,75.3,10,8,26,0,0,0,0,M,Casado,IGE,2.0,Bajo,Medio,Medio,Bajo
3905,78.2,2,4,22,3,0,0,0,F,Casado,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3906,73.0,7,8,27,1,0,0,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3907,92.3,3,8,21,1,0,0,0,F,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3908,84.8,10,5,24,2,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3909,87.0,2,4,23,2,0,0,0,M,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3910,89.7,7,5,21,3,0,1,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3911,82.5,2,6,27,3,0,0,1,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3912,72.2,3,5,19,3,0,1,0,M,Casado,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3913,83.4,7,5,18,0,0,0,0,F,Soltero,IGE,5.0,Medio,Alto,Alto,Medio
3914,84.7,4,5,21,3,0,0,0,F,Casado,ICD,10.0,Alto,Alto,Alto,Alto
3915,88.6,1,4,21,3,0,0,0,F,Soltero,ISC,9.0,Alto,Alto,Alto,Alto
3916,80.8,5,5,18,2,0,0,0,F,Soltero,IGE,6.0,Medio,Alto,Alto,Medio
3917,73.2,9,4,23,3,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3918,77.1,8,7,21,0,0,0,1,M,Soltero,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3919,79.1,9,6,18,0,0,0,0,M,Soltero,IGE,4.0,Bajo,Medio,Medio,Bajo
3920,86.1,10,4,18,2,0,0,0,M,Casado,IGE,6.0,Medio,Alto,Alto,Medio
3921,84.3,9,7,18,3,0,0,0,M,Soltero,IINF,5.0,Medio,Alto,Alto,Medio
3922,78.9,7,4,25,3,0,1,0,M,Casado,ICD,9.0,Alto,Alto,Alto,Alto
3923,94.7,4,4,27,0,0,1,0,M,Casado,IGE,4.0,Bajo,Medio,Medio,Bajo
3924,85.1,5,6,25,3,0,1,0,M,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3925,75.9,1,8,19,3,0,1,0,F,Casado,ISC,4.0,Bajo,Medio,Medio,Bajo
3926,72.5,1,8,24,3,0,0,0,F,Casado,ICD,2.0,Bajo,Medio,Medio,Bajo
3927,73.8,3,4,25,1,0,0,0,M,Soltero,ISC,7.0,Medio,Alto,Alto,Medio
3928,76.1,8,5,25,2,0,1,0,F,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3929,74.0,2,7,27,1,0,0,0,F,Casado,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3930,74.7,4,5,24,2,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3931,77.1,2,5,22,0,0,0,1,M,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3932,74.3,5,4,18,3,0,0,0,M,Casado,IINF,9.0,Alto,Alto,Alto,Alto
3933,92.4,9,4,26,2,0,0,0,F,Soltero,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3934,72.0,1,4,24,1,0,1,0,F,Soltero,IINF,4.0,Bajo,Medio,Medio,Bajo
3935,83.1,5,4,19,3,0,0,1,M,Soltero,ICD,4.0,Bajo,Medio,Medio,Bajo
3936,80.3,9,8,23,0,0,0,1,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3937,94.6,1,4,19,2,0,1,0,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3938,72.8,9,8,18,2,0,0,1,M,Casado,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3939,79.9,8,8,24,2,0,0,0,M,Soltero,IGE,10.0,Alto,Alto,Alto,Alto
3940,94.2,4,4,19,3,0,0,0,F,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3941,91.6,10,6,19,1,0,1,1,F,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3942,90.4,5,7,22,1,0,1,1,F,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3943,76.4,5,5,22,2,0,0,0,F,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3944,74.3,6,8,24,0,0,1,0,F,Casado,ISC,3.0,Bajo,Medio,Medio,Bajo
3945,86.7,7,7,18,0,0,0,0,M,Casado,IGE,3.0,Bajo,Medio,Medio,Bajo
3946,93.2,8,6,25,1,0,1,0,F,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3947,83.9,8,5,20,0,0,1,1,M,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3948,84.3,2,5,21,1,0,1,0,F,Casado,IGE,2.0,Bajo,Medio,Medio,Bajo
3949,77.0,9,8,26,2,0,0,0,M,Casado,IGE,2.0,Bajo,Medio,Medio,Bajo
3950,89.2,7,4,21,1,0,1,0,F,Soltero,ICD,3.0,Bajo,Medio,Medio,Bajo
3951,74.7,4,6,27,1,0,1,0,M,Soltero,ICD,0.0,Bajo,Bajo,Bajo,Bajo
3952,78.1,4,8,22,2,0,0,0,M,Soltero,ISC,2.0,Bajo,Medio,Medio,Bajo
3953,80.6,8,6,24,0,0,1,0,M,Casado,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3954,82.7,4,4,21,1,0,0,1,M,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3955,76.1,6,4,18,1,0,1,1,F,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
3956,72.9,5,8,26,2,0,0,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3957,85.3,3,4,21,0,0,1,1,M,Casado,ICD,6.0,Medio,Alto,Alto,Medio
3958,77.2,10,7,26,1,0,0,1,M,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3959,84.5,2,5,23,2,0,0,1,M,Soltero,IINF,7.0,Medio,Alto,Alto,Medio
3960,73.9,9,8,18,1,0,0,0,M,Soltero,ICD,10.0,Alto,Alto,Alto,Alto
3961,82.0,10,6,20,3,0,0,0,M,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3962,83.3,9,7,19,2,0,0,0,F,Soltero,IINF,10.0,Alto,Alto,Alto,Alto
3963,71.3,1,8,26,0,0,0,0,M,Casado,IINF,4.0,Bajo,Medio,Medio,Bajo
3964,78.4,10,4,18,0,0,0,0,M,Casado,IINF,3.0,Bajo,Medio,Medio,Bajo
3965,73.4,3,4,26,0,0,0,0,M,Casado,IINF,2.0,Bajo,Medio,Medio,Bajo
3966,71.6,8,4,26,0,0,0,0,M,Casado,ISC,0.0,Bajo,Bajo,Bajo,Bajo
3967,94.7,6,4,25,1,0,1,0,M,Soltero,ICD,5.0,Medio,Alto,Alto,Medio
3968,78.1,5,6,25,1,0,0,0,F,Casado,IINF,3.0,Bajo,Medio,Medio,Bajo
3969,90.2,5,7,18,0,0,1,0,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3970,76.4,6,5,25,0,0,1,1,M,Soltero,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3971,87.0,7,6,27,0,0,0,1,M,Casado,ICD,4.0,Bajo,Medio,Medio,Bajo
3972,89.0,1,6,20,1,0,0,1,M,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
3973,84.9,9,5,24,0,0,1,1,M,Soltero,ISC,7.0,Medio,Alto,Alto,Medio
3974,81.8,3,5,18,0,0,0,0,F,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3975,80.3,4,4,18,3,0,0,1,F,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3976,78.7,10,6,27,3,0,0,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3977,93.2,1,8,22,0,0,1,0,M,Casado,ICD,1.0,Bajo,Bajo,Bajo,Bajo
3978,90.8,10,5,22,2,0,0,0,M,Casado,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3979,94.1,3,5,25,0,0,0,0,M,Soltero,ISC,6.0,Medio,Alto,Alto,Medio
3980,73.1,2,7,24,3,0,1,0,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3981,88.3,2,8,25,2,0,1,0,F,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3982,93.5,1,8,23,2,0,0,1,M,Casado,ISC,1.0,Bajo,Bajo,Bajo,Bajo
3983,74.5,8,5,23,0,0,0,0,M,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
3984,71.7,3,4,19,3,0,1,0,M,Soltero,ICD,8.0,Alto,Alto,Alto,Alto
3985,88.5,3,7,23,3,0,0,1,F,Soltero,IGE,7.0,Medio,Alto,Alto,Medio
3986,84.4,6,8,22,2,0,0,0,F,Soltero,ICD,4.0,Bajo,Medio,Medio,Bajo
3987,91.0,8,5,20,0,0,0,0,M,Soltero,IGE,0.0,Bajo,Bajo,Bajo,Bajo
3988,73.5,9,8,23,1,0,1,0,M,Casado,ISC,4.0,Bajo,Medio,Medio,Bajo
3989,89.9,9,7,25,1,0,0,0,F,Soltero,IGE,6.0,Medio,Alto,Alto,Medio
3990,75.0,4,7,26,3,0,1,0,M,Soltero,ISC,3.0,Bajo,Medio,Medio,Bajo
3991,74.1,5,6,18,1,0,1,1,M,Soltero,IGE,6.0,Medio,Alto,Alto,Medio
3992,74.1,2,5,20,3,0,0,0,M,Soltero,IGE,6.0,Medio,Alto,Alto,Medio
3993,90.4,9,7,20,3,0,0,0,F,Soltero,IINF,3.0,Bajo,Medio,Medio,Bajo
3994,86.6,8,6,25,3,0,0,1,M,Soltero,ISC,4.0,Bajo,Medio,Medio,Bajo
3995,83.1,3,6,18,1,0,0,0,M,Soltero,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3996,79.0,9,8,22,3,0,0,0,F,Soltero,ISC,2.0,Bajo,Medio,Medio,Bajo
3997,91.9,3,8,20,2,0,1,0,M,Casado,IINF,1.0,Bajo,Bajo,Bajo,Bajo
3998,79.8,9,6,19,0,0,0,0,M,Soltero,ICD,3.0,Bajo,Medio,Medio,Bajo
3999,90.4,2,8,25,0,0,1,0,M,Casado,IGE,7.0,Medio,Alto,Alto,Medio
4000,81.0,10,7,20,3,0,0,0,M,Soltero,ISC,10.0,Alto,Alto,Alto,Alto
4001,79.4,9,4,24,0,0,0,0,F,Soltero,ISC,1.0,Bajo,Bajo,Bajo,Bajo
4002,81.6,8,7,18,1,0,0,1,M,Soltero,IGE,2.0,Bajo,Medio,Medio,Bajo
4003,77.5,9,6,23,1,0,0,0,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
4004,88.7,5,6,20,0,0,1,0,F,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
4005,82.6,2,7,25,1,0,0,0,F,Soltero,IINF,0.0,Bajo,Bajo,Bajo,Bajo
4006,75.8,8,8,23,0,0,0,0,F,Soltero,ISC,2.0,Bajo,Medio,Medio,Bajo
4007,92.5,6,8,19,0,0,0,0,M,Soltero,ICD,2.0,Bajo,Medio,Medio,Bajo
4008,79.6,8,6,23,0,0,0,0,M,Soltero,ICD,6.0,Medio,Alto,Alto,Medio
4009,83.6,5,5,24,3,0,0,1,F,Soltero,IGE,1.0,Bajo,Bajo,Bajo,Bajo
4010,92.7,10,8,22,0,0,0,0,M,Soltero,ISC,0.0,Bajo,Bajo,Bajo,Bajo
4011,85.6,2,7,20,3,0,1,0,F,Soltero,IGE,3.0,Bajo,Medio,Medio,Bajo
